model,down_sample_rate,feature_selection,accuracy_overall,accuracy_N,accuracy_L,accuracy_R,accuracy_B,false_positives,misclassifications,num_events
Logistic Regression #7: Elasticnet ratio=0.5,1,none,0.7634910962150451,0.9486526628474432,0.4152071764203331,0.464041095890411,0.4174174174174174,6,365,813
Logistic Regression #7: Elasticnet ratio=0.5,1,none,0.7659286343015776,0.9502440059410142,0.4160615121742845,0.4666095890410959,0.4369369369369369,6,363,813
Logistic Regression #7: Elasticnet ratio=0.5,1,none,0.7651838309973593,0.9501379164014429,0.4126441691584793,0.4653253424657534,0.4384384384384384,6,359,813
Logistic Regression #7: Elasticnet ratio=0.5,1,none,0.7648452840408965,0.9501379164014429,0.410508329773601,0.4661815068493151,0.4354354354354354,5,359,813
Logistic Regression #7: Elasticnet ratio=0.5,1,none,0.7667411469970885,0.9516231699554424,0.4173430158052114,0.4631849315068493,0.4429429429429429,6,356,813
Logistic Regression #7: Elasticnet ratio=0.5,1,none,0.7669442751709662,0.9521536176532994,0.4134985049124305,0.4696061643835616,0.4309309309309309,6,355,813
Logistic Regression #8: Elasticnet ratio=0.75,1,none,0.7647775746496039,0.9489709314661574,0.4152071764203331,0.4700342465753425,0.4204204204204204,6,360,813
Logistic Regression #8: Elasticnet ratio=0.75,1,none,0.765251540388652,0.9501379164014429,0.4134985049124305,0.4674657534246575,0.4294294294294294,6,358,813
Logistic Regression #8: Elasticnet ratio=0.75,1,none,0.7656577967364073,0.950986632718014,0.4139256727894062,0.4666095890410959,0.4279279279279279,6,360,813
Logistic Regression #8: Elasticnet ratio=0.75,1,none,0.7651161216060668,0.9503500954805856,0.4139256727894062,0.4644691780821918,0.4324324324324324,7,363,813
Logistic Regression #8: Elasticnet ratio=0.75,1,none,0.7632202586498747,0.9487587523870148,0.4156343442973088,0.461472602739726,0.4174174174174174,6,367,813
Logistic Regression #8: Elasticnet ratio=0.75,1,none,0.7664026000406257,0.9503500954805856,0.4177701836821871,0.4670376712328767,0.4384384384384384,6,362,813
Logistic Regression #8: Elasticnet ratio=0.75,1,none,0.765386959171237,0.9500318268618714,0.4130713370354549,0.4666095890410959,0.4384384384384384,6,359,813
Logistic Regression #8: Elasticnet ratio=0.75,1,none,0.7647098652583113,0.950456185020157,0.4087996582656984,0.4657534246575342,0.4354354354354354,5,361,813
Logistic Regression #8: Elasticnet ratio=0.75,1,none,0.7673505315187217,0.9528962444302992,0.4147800085433575,0.464041095890411,0.4444444444444444,6,355,813
Logistic Regression #8: Elasticnet ratio=0.75,1,none,0.7666734376057959,0.9521536176532994,0.4113626655275523,0.4696061643835616,0.4324324324324324,6,357,813
Random Forest #1:,1,none,0.9324260274900128,0.9583068109484404,0.8940623665100385,0.8929794520547946,0.8393393393393394,4,26,813
Random Forest #1:,1,none,0.9338479247071568,0.9600042435815828,0.8944895343870141,0.8955479452054794,0.8363363363363363,3,27,813
Random Forest #1:,1,none,0.9324260274900128,0.9589433481858688,0.8923536950021358,0.8925513698630136,0.8378378378378378,4,26,813
Random Forest #1:,1,none,0.9329677026203534,0.9571398260131552,0.8974797095258437,0.8955479452054794,0.8468468468468469,5,22,813
Random Forest #1:,1,none,0.9337802153158644,0.9606407808190112,0.8966253737718923,0.8951198630136986,0.8198198198198198,4,25,813
Random Forest #1:,1,none,0.9315458054032094,0.9561850201570126,0.8897906877402819,0.8994006849315068,0.8423423423423423,4,27,813
Random Forest #1:,1,none,0.9352021125330084,0.9598981540420116,0.9026057240495516,0.896832191780822,0.8348348348348348,6,26,813
Random Forest #1:,1,none,0.9326291556638906,0.9596859749628688,0.8906450234942332,0.8925513698630136,0.8378378378378378,4,28,813
Random Forest #1:,1,none,0.9347958561852528,0.9580946318692976,0.9064502349423323,0.8994006849315068,0.8288288288288288,5,25,813
Random Forest #1:,1,none,0.9329677026203534,0.9594737958837258,0.8961982058949167,0.8921232876712328,0.8303303303303303,3,28,813
SVM #3: RBF,1,none,0.9031755704516216,0.9602164226607256,0.7812900469884665,0.8745719178082192,0.6246246246246246,9,61,813
SVM #3: RBF,1,none,0.9054099803642766,0.9604286017398684,0.7885519008970525,0.8784246575342466,0.6321321321321322,9,61,813
SVM #3: RBF,1,none,0.905816236712032,0.9600042435815828,0.7919692439128577,0.8771404109589042,0.6396396396396397,8,56,813
SVM #3: RBF,1,none,0.9047328864513507,0.9609590494377256,0.7859888936351986,0.8762842465753424,0.6261261261261262,8,59,813
SVM #3: RBF,1,none,0.9011442887128444,0.9570337364735836,0.78684322938915,0.872431506849315,0.6126126126126126,8,64,813
SVM #3: RBF,1,none,0.9020922201909404,0.9601103331211542,0.7744553609568561,0.8732876712328768,0.6306306306306306,9,65,813
SVM #3: RBF,1,none,0.9027016047125735,0.9594737958837258,0.7838530542503204,0.8732876712328768,0.6201201201201201,9,59,813
SVM #3: RBF,1,none,0.9054776897555692,0.9595798854232972,0.7958137548056387,0.8767123287671232,0.6261261261261262,9,58,813
SVM #3: RBF,1,none,0.9051391427991062,0.9604286017398684,0.7898334045279795,0.8784246575342466,0.6216216216216216,9,59,813
SVM #3: RBF,1,none,0.9043266301035954,0.9590494377254404,0.7898334045279795,0.8754280821917808,0.6336336336336337,8,58,813
KNN #2: K = 5,1,none,0.9264676010562664,0.9440908126458732,0.9017513882956002,0.90625,0.8348348348348348,8,17,813
KNN #2: K = 5,1,none,0.926873857404022,0.9441969021854444,0.905595899188381,0.9045376712328768,0.8348348348348348,5,15,813
KNN #2: K = 5,1,none,0.9267384386214368,0.9452577975811584,0.9026057240495516,0.9028253424657534,0.8333333333333334,7,19,813
KNN #2: K = 5,1,none,0.9269415667953144,0.9439847231063018,0.9077317385732592,0.9058219178082192,0.8273273273273273,7,13,813
KNN #2: K = 5,1,none,0.9253165414042928,0.942181200933588,0.9008970525416488,0.9053938356164384,0.8423423423423423,8,15,813
KNN #2: K = 5,1,none,0.9228112939264675,0.9393167833651602,0.8927808628791115,0.9058219178082192,0.8543543543543544,7,15,813
KNN #2: K = 5,1,none,0.928295754621166,0.9460004243581582,0.9081589064502348,0.9058219178082192,0.8273273273273273,8,16,813
KNN #2: K = 5,1,none,0.9257227977520482,0.9460004243581582,0.8940623665100385,0.901541095890411,0.8348348348348348,7,17,813
KNN #2: K = 5,1,none,0.9264676010562664,0.9426055590918736,0.9034600598035027,0.9092465753424658,0.8393393393393394,6,16,813
KNN #2: K = 5,1,none,0.923217550274223,0.9437725440271588,0.8991883810337462,0.8959760273972602,0.8123123123123123,7,22,813
Logistic Regression #6: Elasticnet ratio=0.25,1,none,0.7647098652583113,0.9485465733078718,0.420333190944041,0.4606164383561644,0.4399399399399399,5,361,813
Logistic Regression #6: Elasticnet ratio=0.25,1,none,0.7661317624754553,0.953638871207299,0.410508329773601,0.4619006849315068,0.4294294294294294,6,366,813
Logistic Regression #6: Elasticnet ratio=0.25,1,none,0.7651838309973593,0.9508805431784426,0.410508329773601,0.4648972602739726,0.4369369369369369,7,361,813
Logistic Regression #6: Elasticnet ratio=0.25,1,none,0.7637619337802153,0.9496074687035858,0.4117898334045279,0.464041095890411,0.4219219219219219,6,365,813
Logistic Regression #6: Elasticnet ratio=0.25,1,none,0.7618660708240232,0.9473795883725864,0.4092268261426741,0.4644691780821918,0.4189189189189189,7,363,813
Logistic Regression #6: Elasticnet ratio=0.25,1,none,0.7636265149976301,0.9484404837683004,0.4122170012815036,0.46875,0.4174174174174174,5,359,813
Logistic Regression #6: Elasticnet ratio=0.25,1,none,0.766199471866748,0.9527901548907278,0.4096539940196497,0.464041095890411,0.4384384384384384,6,365,813
Logistic Regression #6: Elasticnet ratio=0.25,1,none,0.7664026000406257,0.9518353490345852,0.4100811618966253,0.4721746575342466,0.4264264264264264,6,359,813
Logistic Regression #6: Elasticnet ratio=0.25,1,none,0.7680276254316474,0.9524718862720136,0.4169158479282357,0.4713184931506849,0.4324324324324324,7,357,813
Logistic Regression #6: Elasticnet ratio=0.25,1,none,0.7630848398672896,0.9495013791640144,0.4156343442973088,0.4576198630136986,0.4174174174174174,7,366,813
Random Forest #1:,10,none,0.9345250186200826,0.9594737958837258,0.9004698846646733,0.898972602739726,0.8258258258258259,6,25,813
Random Forest #1:,10,none,0.9331031214029386,0.9575641841714408,0.9008970525416488,0.8976883561643836,0.8243243243243243,7,25,813
Random Forest #1:,10,none,0.9335770871419866,0.9600042435815828,0.8949167022639898,0.896832191780822,0.8243243243243243,3,29,813
Random Forest #1:,10,none,0.9308687114902836,0.9570337364735836,0.8902178556172576,0.8929794520547946,0.8363363363363363,5,27,813
Random Forest #1:,10,none,0.9337802153158644,0.958731169106726,0.8974797095258437,0.8972602739726028,0.8363363363363363,4,25,813
Random Forest #1:,10,none,0.9334416683594016,0.9592616168045832,0.9004698846646733,0.8908390410958904,0.8333333333333334,3,25,813
Random Forest #1:,10,none,0.9313426772293316,0.957670273711012,0.8927808628791115,0.8921232876712328,0.8318318318318318,6,28,813
Random Forest #1:,10,none,0.9316812241857946,0.957352005092298,0.8923536950021358,0.8955479452054794,0.8333333333333334,5,26,813
Random Forest #1:,10,none,0.9328322838377684,0.9591555272650116,0.887227680478428,0.8985445205479452,0.8408408408408409,4,27,813
Random Forest #1:,10,none,0.9323583180987204,0.9594737958837258,0.897052541648868,0.891695205479452,0.8153153153153153,3,30,813
SVM #3: RBF,10,none,0.9063579118423726,0.9596859749628688,0.8005126014523708,0.8758561643835616,0.6306306306306306,7,54,813
SVM #3: RBF,10,none,0.9064933306249576,0.9611712285168682,0.7975224263135412,0.8758561643835616,0.6231231231231231,8,57,813
SVM #3: RBF,10,none,0.9050037240165212,0.9604286017398684,0.7966680905595899,0.875,0.6066066066066066,9,58,813
SVM #3: RBF,10,none,0.9043266301035954,0.9605346912794398,0.7838530542503204,0.875,0.6351351351351351,9,59,813
SVM #3: RBF,10,none,0.904394339494888,0.9602164226607256,0.7851345578812473,0.8792808219178082,0.6216216216216216,9,61,813
SVM #3: RBF,10,none,0.9054099803642766,0.9620199448334394,0.7864160615121742,0.8754280821917808,0.6276276276276276,8,60,813
SVM #3: RBF,10,none,0.9064256212336652,0.9606407808190112,0.7962409226826143,0.877568493150685,0.6276276276276276,7,54,813
SVM #3: RBF,10,none,0.9043266301035954,0.9603225122002972,0.7894062366510038,0.8741438356164384,0.6216216216216216,8,59,813
SVM #3: RBF,10,none,0.9039880831471324,0.9610651389772968,0.7795813754805638,0.8784246575342466,0.6231231231231231,9,60,813
SVM #3: RBF,10,none,0.904055792538425,0.9606407808190112,0.7800085433575396,0.8758561643835616,0.6381381381381381,8,60,813
KNN #2: K = 5,10,none,0.9267384386214368,0.9451517080415872,0.9047415634344296,0.901541095890411,0.8318318318318318,6,17,813
KNN #2: K = 5,10,none,0.927821788882118,0.943560364948016,0.9102947458351132,0.908818493150685,0.8333333333333334,7,16,813
KNN #2: K = 5,10,none,0.9250457038391224,0.9449395289624444,0.8932080307560871,0.9032534246575342,0.8318318318318318,8,20,813
KNN #2: K = 5,10,none,0.9261967634910964,0.9426055590918736,0.9064502349423323,0.90625,0.8333333333333334,6,16,813
KNN #2: K = 5,10,none,0.9274832419256552,0.9436664544875876,0.905595899188381,0.9096746575342466,0.8378378378378378,7,17,813
KNN #2: K = 5,10,none,0.9250457038391224,0.9413324846170168,0.9030328919265272,0.908818493150685,0.8288288288288288,8,18,813
KNN #2: K = 5,10,none,0.9234883878393934,0.9414385741565882,0.8979068774028193,0.9019691780821918,0.8348348348348348,6,19,813
KNN #2: K = 5,10,none,0.9257227977520482,0.9444090812645872,0.9017513882956002,0.9028253424657534,0.8258258258258259,10,16,813
KNN #2: K = 5,10,none,0.9285665921863362,0.9462126034373012,0.9008970525416488,0.9092465753424658,0.8438438438438438,6,18,813
KNN #2: K = 5,10,none,0.9237592254045636,0.9436664544875876,0.9004698846646733,0.891695205479452,0.8363363363363363,7,22,813
Logistic Regression #6: Elasticnet ratio=0.25,10,none,0.7617983614327307,0.9462126034373012,0.4169158479282357,0.4623287671232877,0.4144144144144144,6,363,813
Logistic Regression #6: Elasticnet ratio=0.25,10,none,0.765251540388652,0.9517292594950136,0.4139256727894062,0.4619006849315068,0.4249249249249249,7,364,813
Logistic Regression #6: Elasticnet ratio=0.25,10,none,0.765860924910285,0.9511988117971568,0.4181973515591627,0.461472602739726,0.4324324324324324,6,361,813
Logistic Regression #6: Elasticnet ratio=0.25,10,none,0.7645067370844336,0.9493952896244432,0.4156343442973088,0.4631849315068493,0.4309309309309309,5,360,813
Logistic Regression #6: Elasticnet ratio=0.25,10,none,0.7651161216060668,0.9498196477827286,0.4173430158052114,0.4627568493150685,0.4339339339339339,7,359,813
Logistic Regression #6: Elasticnet ratio=0.25,10,none,0.7679599160403549,0.9526840653511564,0.4220418624519436,0.4648972602739726,0.4324324324324324,7,351,813
Logistic Regression #6: Elasticnet ratio=0.25,10,none,0.7650484122147742,0.9498196477827286,0.4177701836821871,0.4623287671232877,0.4324324324324324,6,362,813
Logistic Regression #6: Elasticnet ratio=0.25,10,none,0.7655900873451148,0.9507744536388713,0.4117898334045279,0.4700342465753425,0.4249249249249249,6,358,813
Logistic Regression #6: Elasticnet ratio=0.25,10,none,0.7645067370844336,0.950986632718014,0.4122170012815036,0.4644691780821918,0.4159159159159159,6,365,813
Logistic Regression #6: Elasticnet ratio=0.25,10,none,0.7634910962150451,0.9499257373223,0.4117898334045279,0.4610445205479452,0.4219219219219219,6,365,813
Random Forest #1:,20,none,0.9309364208815762,0.9555484829195842,0.8914993592481846,0.896832191780822,0.8408408408408409,4,26,813
Random Forest #1:,20,none,0.9308687114902836,0.9579885423297264,0.8910721913712089,0.8912671232876712,0.8258258258258259,4,29,813
Random Forest #1:,20,none,0.9351344031417158,0.9594737958837258,0.895771038017941,0.9028253424657534,0.8423423423423423,4,22,813
Random Forest #1:,20,none,0.9309364208815762,0.9556545724591556,0.8897906877402819,0.8981164383561644,0.8408408408408409,5,27,813
Random Forest #1:,20,none,0.9314780960119168,0.9565032887757268,0.9008970525416488,0.8882705479452054,0.8363363363363363,5,26,813
Random Forest #1:,20,none,0.9327645744464758,0.9588372586462974,0.8949167022639898,0.8925513698630136,0.8378378378378378,4,26,813
Random Forest #1:,20,none,0.9343218904462048,0.9590494377254404,0.8961982058949167,0.9019691780821918,0.8318318318318318,3,23,813
Random Forest #1:,20,none,0.93445730922879,0.9580946318692976,0.906877402819308,0.8985445205479452,0.8228228228228228,5,24,813
Random Forest #1:,20,none,0.9318843523596724,0.9585189900275832,0.895771038017941,0.8912671232876712,0.8243243243243243,6,31,813
Random Forest #1:,20,none,0.9321551899248426,0.957352005092298,0.8927808628791115,0.8976883561643836,0.8348348348348348,5,28,813
SVM #3: RBF,20,none,0.9031755704516216,0.9586250795671548,0.7919692439128577,0.8711472602739726,0.6216216216216216,8,59,813
SVM #3: RBF,20,none,0.9060193648859096,0.9594737958837258,0.7958137548056387,0.8767123287671232,0.6396396396396397,10,55,813
SVM #3: RBF,20,none,0.9054776897555692,0.960852959898154,0.7881247330200769,0.877568493150685,0.6321321321321322,9,58,813
SVM #3: RBF,20,none,0.9047328864513507,0.9607468703585826,0.7876975651431012,0.8728595890410958,0.6351351351351351,9,56,813
SVM #3: RBF,20,none,0.9045974676687656,0.9591555272650116,0.7898334045279795,0.8732876712328768,0.6456456456456456,9,55,813
SVM #3: RBF,20,none,0.9047328864513507,0.9600042435815828,0.7885519008970525,0.8732876712328768,0.6411411411411412,9,57,813
SVM #3: RBF,20,none,0.9060193648859096,0.9611712285168682,0.7923964117898334,0.8767123287671232,0.6276276276276276,8,56,813
SVM #3: RBF,20,none,0.9054099803642766,0.9593677063441544,0.7970952584365656,0.8715753424657534,0.6411411411411412,9,51,813
SVM #3: RBF,20,none,0.9048005958426434,0.9614894971355824,0.7804357112345152,0.8767123287671232,0.6381381381381381,8,60,813
SVM #3: RBF,20,none,0.9071704245378834,0.9621260343730108,0.7911149081589065,0.877568493150685,0.6411411411411412,8,58,813
KNN #2: K = 5,20,none,0.924165481752319,0.9413324846170168,0.9051687313114054,0.896832191780822,0.8438438438438438,8,15,813
KNN #2: K = 5,20,none,0.9243009005349042,0.9406959473795884,0.9008970525416488,0.9066780821917808,0.8363363363363363,12,14,813
KNN #2: K = 5,20,none,0.925451960186878,0.9426055590918736,0.9034600598035027,0.9019691780821918,0.8423423423423423,6,17,813
KNN #2: K = 5,20,none,0.9283634640124584,0.946743051135158,0.9077317385732592,0.9028253424657534,0.8303303303303303,6,17,813
KNN #2: K = 5,20,none,0.9258582165346334,0.9418629323148736,0.9047415634344296,0.9092465753424658,0.8318318318318318,8,19,813
KNN #2: K = 5,20,none,0.9243686099261968,0.9418629323148736,0.9017513882956002,0.901541095890411,0.8363363363363363,6,15,813
KNN #2: K = 5,20,none,0.9255196695781704,0.94462126034373,0.8932080307560871,0.9066780821917808,0.8348348348348348,5,18,813
KNN #2: K = 5,20,none,0.926399891664974,0.9437725440271588,0.9021785561725758,0.9045376712328768,0.8423423423423423,8,16,813
KNN #2: K = 5,20,none,0.9256550883607556,0.9419690218544452,0.9013242204186244,0.9101027397260274,0.8348348348348348,4,17,813
KNN #2: K = 5,20,none,0.9245717381000744,0.9423933800127308,0.8974797095258437,0.9023972602739726,0.8453453453453453,8,17,813
Logistic Regression #6: Elasticnet ratio=0.25,20,none,0.7646421558670188,0.9501379164014429,0.4096539940196497,0.4691780821917808,0.4234234234234234,6,360,813
Logistic Regression #6: Elasticnet ratio=0.25,20,none,0.7622046177804862,0.9473795883725864,0.410508329773601,0.4601883561643836,0.4369369369369369,6,364,813
Logistic Regression #6: Elasticnet ratio=0.25,20,none,0.7642358995192633,0.9502440059410142,0.4139256727894062,0.4623287671232877,0.4219219219219219,7,360,813
Logistic Regression #6: Elasticnet ratio=0.25,20,none,0.7660640530841628,0.9511988117971568,0.4143528406663819,0.4661815068493151,0.4339339339339339,6,358,813
Logistic Regression #6: Elasticnet ratio=0.25,20,none,0.7648452840408965,0.950456185020157,0.4160615121742845,0.4631849315068493,0.4219219219219219,6,364,813
Logistic Regression #6: Elasticnet ratio=0.25,20,none,0.7643036089105559,0.9518353490345852,0.4036736437419906,0.4657534246575342,0.4249249249249249,6,366,813
Logistic Regression #6: Elasticnet ratio=0.25,20,none,0.766199471866748,0.9516231699554424,0.410508329773601,0.4670376712328767,0.4414414414414414,6,357,813
Logistic Regression #6: Elasticnet ratio=0.25,20,none,0.7653192497799445,0.9516231699554424,0.4173430158052114,0.4593321917808219,0.4249249249249249,5,364,813
Logistic Regression #6: Elasticnet ratio=0.25,20,none,0.7647098652583113,0.9491831105453002,0.4160615121742845,0.4674657534246575,0.4219219219219219,7,361,813
Logistic Regression #6: Elasticnet ratio=0.25,20,none,0.7660640530841628,0.9522597071928708,0.4109354976505767,0.4666095890410959,0.4294294294294294,6,366,813
Random Forest #1:,50,none,0.9326968650551832,0.9577763632505836,0.897052541648868,0.896832191780822,0.8288288288288288,6,25,813
Random Forest #1:,50,none,0.9337125059245718,0.9585189900275832,0.9008970525416488,0.8976883561643836,0.8243243243243243,5,24,813
Random Forest #1:,50,none,0.931613514794502,0.9577763632505836,0.8944895343870141,0.8874143835616438,0.8468468468468469,4,29,813
Random Forest #1:,50,none,0.9303947457512356,0.9556545724591556,0.8940623665100385,0.8938356164383562,0.8288288288288288,6,25,813
Random Forest #1:,50,none,0.9328322838377684,0.9574580946318691,0.8966253737718923,0.896404109589041,0.8393393393393394,4,25,813
Random Forest #1:,50,none,0.9327645744464758,0.9579885423297264,0.888509184109355,0.9006849315068494,0.8438438438438438,5,26,813
Random Forest #1:,50,none,0.9316812241857946,0.956609378315298,0.8893635198633063,0.9002568493150684,0.8378378378378378,6,26,813
Random Forest #1:,50,none,0.9335770871419866,0.9588372586462974,0.898334045279795,0.8951198630136986,0.8348348348348348,4,25,813
Random Forest #1:,50,none,0.9331031214029386,0.9579885423297264,0.8987612131567706,0.8929794520547946,0.8423423423423423,5,23,813
Random Forest #1:,50,none,0.933509377750694,0.9557606619987268,0.9051687313114054,0.8994006849315068,0.8378378378378378,6,20,813
SVM #3: RBF,50,none,0.9056131085381542,0.9598981540420116,0.7902605724049552,0.8758561643835616,0.6471471471471472,8,53,813
SVM #3: RBF,50,none,0.9089308687114904,0.9617016762147252,0.8009397693293464,0.8779965753424658,0.6501501501501501,8,50,813
SVM #3: RBF,50,none,0.9075089714943464,0.9590494377254404,0.8043571123451516,0.8788527397260274,0.6411411411411412,8,49,813
SVM #3: RBF,50,none,0.907712099668224,0.9610651389772968,0.7992310978214439,0.8788527397260274,0.6351351351351351,7,53,813
SVM #3: RBF,50,none,0.9060193648859096,0.9607468703585826,0.7847073900042717,0.8762842465753424,0.6621621621621622,9,53,813
SVM #3: RBF,50,none,0.90629020245108,0.9603225122002972,0.794105083297736,0.8745719178082192,0.6471471471471472,9,54,813
SVM #3: RBF,50,none,0.9057485273207394,0.9621260343730108,0.7778727039726613,0.8771404109589042,0.6576576576576577,8,56,813
SVM #3: RBF,50,none,0.9048005958426434,0.9591555272650116,0.78684322938915,0.8771404109589042,0.6471471471471472,8,56,813
SVM #3: RBF,50,none,0.904868305233936,0.9605346912794398,0.7825715506193934,0.8762842465753424,0.6471471471471472,9,58,813
SVM #3: RBF,50,none,0.905816236712032,0.958731169106726,0.792823579666809,0.8801369863013698,0.6441441441441441,9,52,813
KNN #2: K = 5,50,none,0.9232852596655156,0.942499469552302,0.8949167022639898,0.898972602739726,0.8363363363363363,5,21,813
KNN #2: K = 5,50,none,0.9242331911436116,0.9415446636961596,0.8936351986330628,0.9071061643835616,0.8468468468468469,8,16,813
KNN #2: K = 5,50,none,0.923691516013271,0.9428177381710164,0.897052541648868,0.901541095890411,0.8243243243243243,7,19,813
KNN #2: K = 5,50,none,0.9231498408829304,0.9391046042860174,0.9000427167876975,0.9023972602739726,0.8513513513513513,6,16,813
KNN #2: K = 5,50,none,0.9247071568826596,0.9406959473795884,0.9013242204186244,0.90625,0.8453453453453453,10,15,813
KNN #2: K = 5,50,none,0.9238269347958562,0.9399533206025886,0.8923536950021358,0.9058219178082192,0.8693693693693694,9,15,813
KNN #2: K = 5,50,none,0.9239623535784414,0.9410142159983026,0.8889363519863306,0.913527397260274,0.8423423423423423,8,20,813
KNN #2: K = 5,50,none,0.923082131491638,0.9383619775090176,0.9051687313114054,0.898972602739726,0.8543543543543544,9,15,813
KNN #2: K = 5,50,none,0.9238946441871488,0.942711648631445,0.8868005126014523,0.9045376712328768,0.8558558558558559,7,18,813
KNN #2: K = 5,50,none,0.9228112939264675,0.9386802461277318,0.9026057240495516,0.901541095890411,0.8438438438438438,10,18,813
Logistic Regression #6: Elasticnet ratio=0.25,50,none,0.7645744464757261,0.9524718862720136,0.4109354976505767,0.4610445205479452,0.4129129129129129,7,373,813
Logistic Regression #6: Elasticnet ratio=0.25,50,none,0.7631525492585821,0.9510927222575856,0.4062366510038445,0.4571917808219178,0.4309309309309309,6,372,813
Logistic Regression #6: Elasticnet ratio=0.25,50,none,0.7629494210847044,0.9505622745597284,0.4066638188808201,0.4589041095890411,0.4264264264264264,6,371,813
Logistic Regression #6: Elasticnet ratio=0.25,50,none,0.765251540388652,0.9505622745597284,0.420333190944041,0.4606164383561644,0.4234234234234234,6,363,813
Logistic Regression #6: Elasticnet ratio=0.25,50,none,0.7650484122147742,0.9532145130490134,0.4062366510038445,0.4580479452054795,0.4399399399399399,5,372,813
Logistic Regression #6: Elasticnet ratio=0.25,50,none,0.7636942243889228,0.9508805431784426,0.4075181546347715,0.456763698630137,0.4429429429429429,6,372,813
Logistic Regression #6: Elasticnet ratio=0.25,50,none,0.7641681901279708,0.9514109908762995,0.4083724903887227,0.4597602739726027,0.4324324324324324,5,368,813
Logistic Regression #6: Elasticnet ratio=0.25,50,none,0.7636942243889228,0.9500318268618714,0.4058094831268689,0.4648972602739726,0.4324324324324324,6,369,813
Logistic Regression #6: Elasticnet ratio=0.25,50,none,0.7656577967364073,0.952047528113728,0.4134985049124305,0.4593321917808219,0.4399399399399399,5,363,813
Logistic Regression #6: Elasticnet ratio=0.25,50,none,0.7641004807366781,0.9506683640992998,0.4100811618966253,0.464041095890411,0.4204204204204204,6,367,813
Random Forest #1:,100,none,0.933509377750694,0.956609378315298,0.9000427167876975,0.898972602739726,0.8453453453453453,5,22,813
Random Forest #1:,100,none,0.9332385401855238,0.9580946318692976,0.8979068774028193,0.8981164383561644,0.8288288288288288,4,26,813
Random Forest #1:,100,none,0.9299884894034802,0.9545936770634416,0.8910721913712089,0.896404109589041,0.8363363363363363,5,29,813
Random Forest #1:,100,none,0.9303947457512356,0.9559728410778696,0.8914993592481846,0.8955479452054794,0.8273273273273273,6,26,813
Random Forest #1:,100,none,0.9312749678380392,0.9567154678548696,0.8974797095258437,0.889554794520548,0.8363363363363363,4,24,813
Random Forest #1:,100,none,0.9301239081860654,0.9556545724591556,0.8936351986330628,0.8938356164383562,0.8243243243243243,6,26,813
Random Forest #1:,100,none,0.931613514794502,0.956291109696584,0.895771038017941,0.894263698630137,0.8393393393393394,5,25,813
Random Forest #1:,100,none,0.932561446272598,0.9567154678548696,0.8961982058949167,0.8951198630136986,0.8498498498498499,5,25,813
Random Forest #1:,100,none,0.9310041302728688,0.9538510502864418,0.8991883810337462,0.8934075342465754,0.8513513513513513,4,20,813
Random Forest #1:,100,none,0.9333062495768164,0.957670273711012,0.8936351986330628,0.903681506849315,0.8318318318318318,5,25,813
SVM #3: RBF,100,none,0.9064256212336652,0.9594737958837258,0.8035027765912004,0.8741438356164384,0.6306306306306306,9,49,813
SVM #3: RBF,100,none,0.9066964587988354,0.9589433481858688,0.803929944468176,0.8779965753424658,0.6291291291291291,8,52,813
SVM #3: RBF,100,none,0.903107861060329,0.9601103331211542,0.7791542076035882,0.8745719178082192,0.6321321321321322,8,59,813
SVM #3: RBF,100,none,0.9046651770600582,0.9593677063441544,0.7834258863733448,0.879708904109589,0.6441441441441441,9,55,813
SVM #3: RBF,100,none,0.9046651770600582,0.960852959898154,0.7876975651431012,0.872431506849315,0.6336336336336337,8,56,813
SVM #3: RBF,100,none,0.9052745615816914,0.95979206450244,0.7945322511747117,0.8728595890410958,0.6366366366366366,8,53,813
SVM #3: RBF,100,none,0.9057485273207394,0.961595586675154,0.7864160615121742,0.8784246575342466,0.6306306306306306,9,59,813
SVM #3: RBF,100,none,0.9037172455819622,0.958412900488012,0.7864160615121742,0.8754280821917808,0.6411411411411412,8,56,813
SVM #3: RBF,100,none,0.9069672963640056,0.9586250795671548,0.8030756087142247,0.877568493150685,0.6441441441441441,8,49,813
SVM #3: RBF,100,none,0.90629020245108,0.9603225122002972,0.7966680905595899,0.8732876712328768,0.6426426426426426,8,52,813
KNN #2: K = 5,100,none,0.9228112939264675,0.939528962444303,0.898334045279795,0.9049657534246576,0.8348348348348348,11,18,813
KNN #2: K = 5,100,none,0.9238946441871488,0.9413324846170168,0.9004698846646733,0.9006849315068494,0.8408408408408409,7,18,813
KNN #2: K = 5,100,none,0.9228790033177602,0.9403776787608742,0.898334045279795,0.8985445205479452,0.8468468468468469,10,19,813
KNN #2: K = 5,100,none,0.9245717381000744,0.9418629323148736,0.8991883810337462,0.9053938356164384,0.8363363363363363,8,20,813
KNN #2: K = 5,100,none,0.9210508497528608,0.9391046042860174,0.8961982058949167,0.8985445205479452,0.8318318318318318,10,17,813
KNN #2: K = 5,100,none,0.9234883878393934,0.9397411415234458,0.8936351986330628,0.9092465753424658,0.8483483483483484,10,16,813
KNN #2: K = 5,100,none,0.9240977723610264,0.941120305537874,0.9021785561725758,0.901541095890411,0.8393393393393394,11,18,813
KNN #2: K = 5,100,none,0.9238269347958562,0.9414385741565882,0.9004698846646733,0.8985445205479452,0.8453453453453453,9,17,813
